listing_id,date
157612,2022-04-10
157612,2022-06-02
157612,2022-06-13
157612,2022-06-19
157612,2022-06-27
157612,2022-07-09
157612,2022-07-19
157612,2022-07-30
157612,2022-08-27
157612,2022-09-11
157612,2022-10-02
157612,2022-10-09
157612,2022-10-23
157612,2022-10-31
283495,2015-04-26
735851,2021-09-13
735851,2021-09-18
735851,2021-10-16
735851,2021-10-25
735851,2021-10-29
735851,2021-11-28
735851,2022-04-03
735851,2022-10-30
753374,2012-11-27
753374,2013-05-03
753374,2013-05-16
753374,2013-05-19
753374,2013-08-04
753374,2013-08-10
283495,2015-07-04
283495,2015-11-16
283495,2016-06-13
283495,2016-06-17
283495,2016-06-20
283495,2017-02-19
283495,2017-04-06
283495,2018-06-11
283495,2018-08-05
299194,2012-04-08
299194,2012-06-11
299194,2012-06-20
299194,2012-10-15
299194,2013-05-07
299194,2013-05-28
299194,2013-06-15
299194,2013-06-20
299194,2013-07-07
299194,2013-07-16
753374,2013-08-18
753374,2013-08-24
753374,2013-08-29
753374,2013-09-04
753374,2013-09-22
753374,2013-10-02
753374,2013-10-18
753374,2013-10-25
753374,2013-10-29
753374,2013-11-06
753374,2014-03-05
753374,2014-04-03
753374,2014-04-18
299194,2013-07-22
299194,2013-09-30
299194,2013-10-05
299194,2013-10-21
299194,2013-12-22
299194,2014-01-03
299194,2014-01-06
299194,2014-01-18
299194,2014-01-27
299194,2014-02-02
299194,2014-02-13
299194,2014-02-23
299194,2014-02-24
299194,2014-03-03
753374,2014-04-23
753374,2014-05-01
753374,2014-07-22
753374,2014-08-10
753374,2014-08-23
753374,2014-08-25
753374,2014-09-10
753374,2014-09-16
753374,2014-09-27
753374,2014-10-05
753374,2014-10-12
753374,2014-10-27
753374,2014-11-02
753374,2014-11-14
753374,2014-11-23
753374,2014-11-28
753374,2014-11-30
753374,2015-02-16
753374,2015-03-01
753374,2015-03-11
753374,2015-04-05
753374,2015-04-14
753374,2015-04-20
753374,2015-05-04
753374,2015-05-17
753374,2015-05-21
753374,2015-05-24
753374,2015-06-13
753374,2015-08-23
753374,2015-08-30
753374,2015-09-05
753374,2015-09-07
753374,2015-09-13
753374,2015-10-09
753374,2015-10-17
753374,2015-11-03
299194,2014-03-17
299194,2014-03-24
299194,2014-04-07
299194,2014-06-08
299194,2014-06-10
299194,2014-06-15
299194,2014-07-05
299194,2014-07-09
299194,2014-07-13
299194,2014-07-14
299194,2014-07-20
299194,2014-07-22
299194,2014-07-24
299194,2014-07-25
753374,2015-11-04
753374,2015-11-07
753374,2015-11-08
753374,2015-11-13
753374,2015-11-29
753374,2015-12-07
753374,2015-12-13
753374,2015-12-20
753374,2016-10-01
753374,2016-10-16
753374,2016-12-04
753374,2017-02-15
753374,2017-04-02
753374,2017-04-17
753374,2017-04-20
753374,2017-04-23
753374,2017-05-01
753374,2017-05-07
753374,2017-06-26
753374,2017-08-28
753374,2017-09-18
299194,2014-08-02
299194,2014-08-06
299194,2014-08-11
299194,2014-08-22
299194,2014-08-23
299194,2014-08-24
299194,2014-08-26
299194,2014-08-28
299194,2014-09-11
299194,2014-09-14
299194,2014-09-16
299194,2014-09-22
299194,2014-09-28
299194,2014-09-29
299194,2014-10-23
299194,2014-10-26
299194,2014-10-29
299194,2014-11-02
299194,2014-11-12
299194,2014-11-16
299194,2014-12-01
299194,2014-12-17
299194,2014-12-28
753374,2018-02-03
753374,2018-05-27
753374,2018-06-15
753374,2018-06-23
753374,2018-08-12
753374,2018-08-26
753374,2018-09-02
753374,2018-09-14
753374,2018-09-18
753374,2018-10-02
753374,2018-11-10
753374,2018-11-18
753374,2018-12-03
753374,2019-03-19
753374,2019-03-27
753374,2019-05-17
753374,2019-05-29
753374,2019-06-05
753374,2019-07-01
753374,2019-07-31
753374,2019-09-07
299194,2015-01-01
299194,2015-01-03
299194,2015-01-05
299194,2015-01-11
299194,2015-02-09
299194,2015-03-09
299194,2015-03-16
299194,2015-04-06
299194,2015-04-07
299194,2015-04-12
299194,2015-04-17
299194,2015-04-19
299194,2015-04-25
299194,2015-04-27
299194,2015-05-04
299194,2015-05-15
299194,2015-05-23
299194,2015-05-24
299194,2015-05-28
299194,2015-05-30
753374,2019-09-21
753374,2019-10-01
753374,2019-10-15
753374,2019-10-25
753374,2019-11-15
753374,2019-12-05
753374,2020-01-08
753374,2020-02-07
753374,2020-03-18
753374,2021-11-28
753374,2021-12-07
753374,2022-04-28
753374,2022-05-08
753374,2022-05-15
753374,2022-05-26
753374,2022-06-03
753374,2022-06-30
753374,2022-07-05
753374,2022-07-16
753374,2022-09-17
753374,2022-10-07
753374,2022-12-02
890462,2013-02-22
299194,2015-05-31
299194,2015-06-15
890462,2013-03-12
890462,2013-04-10
890462,2013-06-01
890462,2013-07-13
890462,2013-07-15
890462,2013-07-22
890462,2013-07-28
890462,2013-08-03
890462,2013-08-05
890462,2013-09-18
890462,2013-10-07
890462,2013-10-12
890462,2013-11-12
890462,2013-11-18
890462,2013-11-30
890462,2013-12-06
890462,2014-02-19
890462,2014-03-01
890462,2014-03-23
890462,2014-04-07
890462,2014-04-22
890462,2014-05-04
890462,2014-05-11
299194,2015-06-16
299194,2015-06-22
890462,2014-06-04
890462,2014-06-11
890462,2014-07-26
890462,2014-10-05
890462,2015-04-10
299194,2015-06-26
299194,2015-07-01
299194,2015-07-04
299194,2015-07-06
299194,2015-07-12
299194,2015-07-14
299194,2015-07-15
890462,2015-04-13
890462,2015-04-19
890462,2015-04-25
890462,2015-05-03
890462,2015-05-16
890462,2015-05-31
890462,2015-07-03
890462,2015-07-06
890462,2015-07-18
890462,2015-07-27
890462,2015-07-31
299194,2015-07-16
299194,2015-07-25
299194,2015-07-26
299194,2015-07-28
299194,2015-07-31
299194,2015-08-01
299194,2015-08-02
299194,2015-08-11
299194,2015-08-14
299194,2015-08-16
890462,2015-08-10
890462,2015-10-25
890462,2015-11-01
890462,2015-11-05
890462,2015-12-01
890462,2015-12-06
890462,2015-12-20
890462,2016-01-24
890462,2016-03-20
890462,2016-04-04
890462,2016-04-10
890462,2016-04-16
890462,2016-05-04
890462,2016-05-16
890462,2016-05-28
890462,2016-06-14
890462,2016-06-18
890462,2016-07-11
890462,2016-08-02
299194,2015-08-21
299194,2015-08-23
299194,2015-08-25
299194,2015-08-31
299194,2015-09-07
299194,2015-09-15
299194,2015-09-17
299194,2015-09-27
299194,2015-09-28
299194,2015-10-04
299194,2015-10-11
890462,2016-09-15
890462,2016-09-22
890462,2016-11-25
890462,2017-01-31
299194,2015-10-25
299194,2015-11-04
299194,2015-11-16
299194,2015-11-23
299194,2015-11-29
299194,2015-12-06
299194,2015-12-11
299194,2015-12-24
299194,2015-12-27
299194,2015-12-31
299194,2016-01-02
299194,2016-01-04
890462,2017-02-21
890462,2017-02-21
890462,2017-02-23
299194,2016-01-22
299194,2016-01-24
299194,2016-02-14
299194,2016-02-28
299194,2016-03-30
299194,2016-06-20
299194,2016-09-09
299194,2016-09-18
299194,2016-09-19
299194,2016-10-02
299194,2016-10-10
299194,2016-10-16
890462,2017-03-04
890462,2017-06-05
299194,2016-11-10
299194,2016-11-25
299194,2016-11-27
299194,2016-12-04
299194,2016-12-08
299194,2016-12-11
299194,2016-12-25
299194,2016-12-28
299194,2016-12-29
299194,2017-01-01
299194,2017-01-02
299194,2017-01-29
299194,2017-02-12
299194,2017-02-15
890462,2017-06-15
890462,2018-10-07
890462,2018-10-17
890462,2018-10-21
890462,2018-10-29
890462,2018-12-01
299194,2017-02-26
299194,2017-04-08
890462,2018-12-10
890462,2018-12-14
299194,2017-04-09
299194,2017-04-16
299194,2017-04-30
299194,2017-05-11
299194,2017-05-15
299194,2017-05-18
299194,2017-05-21
299194,2017-05-31
299194,2017-06-01
299194,2017-06-04
299194,2017-06-11
299194,2017-06-17
890462,2019-01-20
890462,2019-02-23
890462,2019-04-20
890462,2019-12-15
912553,2013-04-21
912553,2013-05-07
912553,2013-05-10
912553,2013-05-23
912553,2013-06-01
912553,2013-06-03
912553,2013-06-06
912553,2013-06-24
912553,2013-07-26
912553,2013-07-30
912553,2013-08-01
912553,2013-08-10
912553,2013-08-12
912553,2013-08-14
912553,2013-08-28
912553,2013-09-06
912553,2013-09-21
299194,2017-06-22
299194,2017-06-29
299194,2017-07-11
299194,2017-07-23
299194,2017-07-30
299194,2017-07-31
299194,2017-08-02
299194,2017-08-04
299194,2017-08-05
299194,2017-08-08
299194,2017-08-09
299194,2017-08-10
299194,2017-08-12
299194,2017-08-13
299194,2017-08-17
299194,2017-08-19
299194,2017-08-20
299194,2017-08-28
299194,2017-08-31
299194,2017-09-03
912553,2013-09-29
912553,2013-10-03
299194,2017-09-10
299194,2017-09-18
299194,2017-09-24
299194,2017-10-02
299194,2017-10-24
299194,2017-10-29
299194,2017-11-05
299194,2017-11-12
299194,2017-11-19
299194,2017-11-26
299194,2017-12-06
299194,2017-12-10
299194,2017-12-28
299194,2017-12-29
299194,2018-01-01
299194,2018-01-02
299194,2018-01-21
299194,2018-03-04
299194,2018-03-18
299194,2018-04-01
912553,2013-10-07
912553,2013-10-12
912553,2013-10-14
912553,2013-10-19
912553,2013-10-26
912553,2013-10-28
299194,2018-04-02
299194,2018-04-08
299194,2018-04-10
299194,2018-04-15
299194,2018-04-23
299194,2018-05-20
299194,2018-05-28
299194,2018-05-29
299194,2018-06-08
299194,2018-06-09
299194,2018-06-10
299194,2018-06-17
299194,2018-07-04
299194,2018-07-06
299194,2018-07-08
299194,2018-07-16
299194,2018-07-22
299194,2018-07-30
299194,2018-08-03
299194,2018-08-09
299194,2018-08-21
299194,2018-08-24
299194,2018-08-31
912553,2013-11-11
912553,2013-11-25
912553,2013-12-15
912553,2014-01-20
912553,2014-02-01
912553,2014-02-10
912553,2014-02-23
912553,2014-03-24
912553,2014-04-05
912553,2014-04-22
912553,2014-05-13
912553,2014-05-17
912553,2014-05-19
912553,2014-05-22
299194,2018-09-16
299194,2018-10-07
299194,2018-10-23
299194,2018-10-28
299194,2018-11-19
299194,2018-12-30
299194,2019-01-01
299194,2019-03-30
299194,2019-04-08
299194,2019-05-05
299194,2019-05-23
299194,2019-05-31
299194,2019-06-14
299194,2019-06-29
299194,2019-07-08
299194,2019-07-14
299194,2019-08-09
299194,2019-08-26
912553,2014-05-27
912553,2014-05-29
912553,2014-05-30
912553,2014-06-07
912553,2014-06-08
912553,2014-06-15
912553,2014-06-30
912553,2014-07-07
912553,2014-07-09
912553,2014-08-02
912553,2014-08-09
912553,2014-08-19
912553,2014-08-22
912553,2014-08-24
299194,2019-09-08
299194,2019-09-15
299194,2019-10-26
299194,2019-10-28
299194,2019-12-01
299194,2020-01-19
299194,2020-02-04
299194,2020-02-16
299194,2020-04-02
299194,2020-07-19
299194,2020-07-26
299194,2020-08-02
299194,2020-08-08
299194,2020-08-20
299194,2020-08-26
299194,2020-08-31
299194,2020-09-04
299194,2020-09-07
299194,2020-10-07
299194,2020-10-11
299194,2020-10-18
299194,2020-12-07
299194,2020-12-23
299194,2021-01-06
299194,2021-05-03
299194,2021-05-17
912553,2014-08-25
912553,2014-08-26
912553,2014-09-08
912553,2014-09-13
912553,2014-09-21
912553,2014-09-28
912553,2014-09-29
912553,2014-10-06
912553,2014-10-12
912553,2014-10-13
912553,2014-10-17
912553,2014-10-20
912553,2014-11-13
912553,2014-11-17
912553,2014-11-19
912553,2014-11-21
912553,2014-12-01
299194,2021-05-28
299194,2021-05-31
299194,2021-06-07
299194,2021-06-11
299194,2021-06-13
299194,2021-06-20
299194,2021-06-23
299194,2021-07-01
299194,2021-07-04
299194,2021-07-09
299194,2021-07-16
299194,2021-07-22
299194,2021-07-29
299194,2021-08-01
299194,2021-08-06
299194,2021-08-15
299194,2021-09-05
299194,2021-09-21
912553,2015-01-09
912553,2015-01-12
912553,2015-02-02
912553,2015-02-09
912553,2015-02-23
912553,2015-02-24
912553,2015-03-03
912553,2015-03-10
912553,2015-03-11
912553,2015-03-16
912553,2015-03-23
912553,2015-03-30
912553,2015-04-04
912553,2015-04-06
912553,2015-04-11
912553,2015-04-13
912553,2015-04-28
912553,2015-05-04
912553,2015-05-05
912553,2015-05-10
299194,2021-10-15
299194,2021-10-24
299194,2021-10-31
299194,2022-01-01
299194,2022-01-03
299194,2022-02-14
299194,2022-03-26
299194,2022-04-03
299194,2022-04-18
299194,2022-04-23
299194,2022-04-30
299194,2022-05-02
299194,2022-06-05
299194,2022-06-13
299194,2022-06-19
299194,2022-06-24
299194,2022-06-26
299194,2022-07-09
299194,2022-07-17
299194,2022-07-31
299194,2022-09-18
299194,2022-11-14
310742,2012-01-31
310742,2012-02-03
310742,2012-05-01
310742,2012-07-02
912553,2015-05-11
912553,2015-05-22
912553,2015-05-30
912553,2015-06-01
912553,2015-06-10
912553,2015-06-15
912553,2015-06-20
912553,2015-06-21
912553,2015-06-30
912553,2015-07-20
912553,2015-07-22
912553,2015-07-27
912553,2015-08-01
310742,2012-09-17
310742,2012-10-01
310742,2012-11-26
310742,2012-12-03
310742,2012-12-11
310742,2012-12-21
310742,2013-06-17
310742,2013-06-24
310742,2013-07-22
310742,2013-09-30
310742,2013-10-25
310742,2014-01-14
310742,2014-04-03
310742,2014-04-07
310742,2014-07-03
310742,2016-01-03
310742,2016-03-26
310742,2016-03-27
912553,2015-08-03
912553,2015-08-07
912553,2015-08-08
912553,2015-08-10
912553,2015-08-17
912553,2015-08-20
912553,2015-08-24
912553,2015-08-31
912553,2015-09-05
912553,2015-09-07
912553,2015-09-13
912553,2015-10-10
912553,2015-10-16
912553,2015-10-17
912553,2015-10-19
912553,2015-10-24
912553,2015-10-25
912553,2015-11-03
310742,2016-05-13
310742,2016-05-22
310742,2016-05-27
310742,2016-05-28
310742,2016-06-04
310742,2016-06-06
310742,2016-06-07
310742,2016-06-14
310742,2016-06-18
310742,2016-07-11
310742,2016-07-16
310742,2016-07-18
912553,2015-11-05
912553,2015-11-07
912553,2015-11-14
912553,2015-11-19
912553,2015-11-23
912553,2015-11-25
912553,2015-11-27
912553,2015-11-27
912553,2015-11-29
912553,2015-12-02
912553,2015-12-08
912553,2015-12-09
912553,2015-12-10
912553,2015-12-14
912553,2016-01-03
912553,2016-01-16
912553,2016-01-17
912553,2016-01-23
912553,2016-01-25
912553,2016-01-27
912553,2016-02-08
912553,2016-02-11
912553,2016-02-22
912553,2016-03-22
912553,2016-04-04
912553,2016-04-22
912553,2016-05-16
912553,2016-05-30
912553,2016-06-19
310742,2016-07-23
310742,2016-07-30
310742,2016-07-31
310742,2016-08-06
310742,2016-08-10
310742,2016-08-22
912553,2016-06-21
912553,2016-07-03
912553,2016-07-11
912553,2016-07-21
912553,2016-07-24
912553,2016-07-27
912553,2016-07-28
912553,2016-07-29
912553,2016-07-30
912553,2016-08-01
912553,2016-08-07
912553,2016-08-10
912553,2016-08-19
912553,2016-08-29
912553,2016-08-29
912553,2016-09-05
912553,2016-09-10
912553,2016-11-19
912553,2016-11-20
310742,2016-08-29
310742,2016-09-23
310742,2016-09-27
310742,2016-10-02
310742,2016-10-06
310742,2016-10-08
310742,2016-10-09
310742,2016-11-13
310742,2016-11-23
310742,2016-11-28
310742,2016-12-04
310742,2017-01-30
310742,2017-02-13
310742,2017-03-05
310742,2017-03-12
310742,2017-04-02
310742,2017-04-08
310742,2017-04-09
310742,2017-06-24
310742,2017-07-02
310742,2017-07-05
310742,2017-09-06
310742,2018-01-05
310742,2018-01-12
310742,2022-05-02
332580,2012-09-21
912553,2016-11-25
912553,2016-12-04
912553,2016-12-11
912553,2016-12-18
912553,2016-12-19
912553,2017-01-14
912553,2017-01-28
912553,2017-01-30
912553,2017-02-11
912553,2017-02-12
912553,2017-02-13
912553,2017-02-26
912553,2017-03-02
912553,2017-03-04
912553,2017-03-06
912553,2017-03-07
912553,2017-03-11
912553,2017-03-12
912553,2017-03-16
332580,2012-09-28
332580,2012-10-05
332580,2012-11-02
332580,2012-11-23
332580,2012-11-25
332580,2012-12-06
332580,2012-12-11
332580,2012-12-30
332580,2013-01-18
332580,2013-01-26
332580,2013-02-02
332580,2013-02-11
912553,2017-03-26
912553,2017-03-29
912553,2017-03-30
912553,2017-04-02
912553,2017-04-03
912553,2017-04-08
912553,2017-04-14
912553,2017-04-16
912553,2017-04-26
912553,2017-04-30
912553,2017-05-09
332580,2013-02-12
332580,2013-02-20
332580,2013-02-26
332580,2013-03-01
332580,2013-03-07
332580,2013-03-22
332580,2013-05-13
332580,2013-05-19
912553,2017-05-12
912553,2017-05-18
912553,2017-05-20
912553,2017-05-21
912553,2017-05-27
912553,2017-05-28
912553,2017-06-02
912553,2017-06-04
912553,2017-06-10
332580,2013-06-14
332580,2013-06-16
332580,2013-06-20
332580,2013-06-21
332580,2013-06-24
332580,2013-07-08
332580,2013-07-10
332580,2013-07-15
332580,2013-07-18
332580,2013-08-17
332580,2013-09-01
332580,2013-09-05
332580,2013-09-06
332580,2013-09-09
332580,2013-09-13
912553,2017-06-12
912553,2017-06-18
912553,2017-07-06
912553,2017-07-10
912553,2017-07-13
332580,2013-09-14
332580,2013-09-16
332580,2013-09-19
332580,2013-09-23
332580,2013-09-27
332580,2013-09-29
332580,2013-09-30
332580,2013-10-03
332580,2013-10-04
332580,2013-10-06
332580,2013-10-07
332580,2013-10-11
332580,2013-10-13
332580,2013-10-14
332580,2013-10-21
332580,2013-10-22
332580,2013-10-27
332580,2013-10-28
332580,2013-10-31
332580,2013-11-02
912553,2017-07-14
912553,2017-07-15
912553,2017-07-16
912553,2017-07-17
912553,2017-07-27
912553,2017-07-29
912553,2017-07-30
912553,2017-08-04
912553,2017-08-07
912553,2017-08-10
912553,2017-08-14
912553,2017-08-19
912553,2017-08-25
912553,2017-08-27
912553,2017-09-08
912553,2017-09-10
912553,2017-09-18
332580,2013-11-04
332580,2013-11-12
332580,2013-11-15
332580,2013-11-19
332580,2013-11-22
912553,2017-09-29
912553,2017-10-02
912553,2017-10-05
912553,2017-10-06
912553,2017-10-08
912553,2017-10-15
912553,2017-10-19
912553,2017-10-28
332580,2013-12-02
332580,2013-12-06
332580,2013-12-09
332580,2013-12-14
332580,2013-12-16
912553,2017-11-02
912553,2017-11-12
912553,2017-11-18
912553,2017-11-19
912553,2017-11-22
912553,2017-11-26
912553,2017-12-06
912553,2017-12-11
912553,2017-12-26
912553,2017-12-31
912553,2018-01-14
912553,2018-01-18
912553,2018-01-22
912553,2018-01-28
912553,2018-02-04
912553,2018-02-11
912553,2018-03-10
332580,2013-12-20
912553,2018-03-11
912553,2018-03-16
912553,2018-03-17
912553,2018-03-24
912553,2018-03-25
912553,2018-03-30
912553,2018-03-31
912553,2018-04-02
912553,2018-04-07
912553,2018-04-08
912553,2018-04-22
912553,2018-04-30
912553,2018-05-04
912553,2018-05-07
912553,2018-05-09
912553,2018-05-14
912553,2018-05-18
912553,2018-05-20
912553,2018-05-22
332580,2013-12-23
332580,2014-01-02
912553,2018-05-24
912553,2018-05-25
912553,2018-05-28
912553,2018-05-30
912553,2018-06-01
912553,2018-06-02
912553,2018-06-03
912553,2018-06-04
912553,2018-06-07
912553,2018-06-11
912553,2018-06-12
912553,2018-06-14
912553,2018-06-16
912553,2018-06-29
912553,2018-07-15
912553,2018-07-16
912553,2018-07-18
912553,2018-07-19
912553,2018-07-22
912553,2018-08-03
912553,2018-08-11
912553,2018-08-18
912553,2018-08-19
912553,2018-08-22
912553,2018-08-24
912553,2018-08-26
912553,2018-08-31
912553,2018-09-05
912553,2018-09-08
912553,2018-09-13
912553,2018-09-19
912553,2018-09-25
332580,2014-01-11
912553,2018-09-26
912553,2018-09-29
912553,2018-10-03
912553,2018-10-07
912553,2018-10-14
912553,2018-10-26
912553,2018-10-28
912553,2018-11-07
332580,2014-01-18
912553,2018-11-14
912553,2018-11-15
912553,2018-11-23
912553,2018-11-26
912553,2018-11-27
912553,2018-11-28
912553,2018-12-01
912553,2018-12-02
912553,2018-12-07
912553,2018-12-08
912553,2018-12-16
912553,2019-01-18
912553,2019-01-20
912553,2019-01-24
912553,2019-01-25
912553,2019-01-31
912553,2019-02-03
912553,2019-02-11
912553,2019-02-13
912553,2019-03-01
912553,2019-03-12
912553,2019-03-20
912553,2019-03-24
912553,2019-03-30
912553,2019-03-31
912553,2019-04-05
912553,2019-04-06
912553,2019-04-07
912553,2019-04-08
912553,2019-04-26
912553,2019-04-28
912553,2019-05-04
912553,2019-05-06
912553,2019-05-17
912553,2019-05-22
912553,2019-05-28
912553,2019-06-02
912553,2019-06-16
912553,2019-06-19
332580,2014-01-19
332580,2014-01-20
332580,2014-01-22
912553,2019-06-20
912553,2019-06-22
912553,2019-06-23
912553,2019-06-26
912553,2019-06-27
912553,2019-06-29
912553,2019-06-30
912553,2019-07-04
912553,2019-07-05
912553,2019-07-12
912553,2019-07-16
912553,2019-07-18
912553,2019-08-02
912553,2019-08-04
912553,2019-08-11
912553,2019-08-19
912553,2019-08-26
912553,2019-08-27
912553,2019-08-28
912553,2019-08-30
332580,2014-01-27
332580,2014-02-02
332580,2014-02-28
332580,2014-03-03
332580,2014-03-07
332580,2014-03-10
332580,2014-03-13
332580,2014-03-15
332580,2014-03-17
332580,2014-03-22
332580,2014-03-23
332580,2014-03-25
912553,2019-09-01
912553,2019-09-02
912553,2019-09-04
912553,2019-09-07
912553,2019-09-17
912553,2019-09-18
912553,2019-09-23
912553,2019-10-01
912553,2019-10-24
332580,2014-03-28
332580,2014-03-31
332580,2014-04-03
332580,2014-04-04
332580,2014-04-07
332580,2014-04-14
332580,2014-04-15
912553,2019-11-03
912553,2019-11-06
912553,2019-11-09
912553,2019-11-10
912553,2019-11-20
912553,2019-11-26
912553,2019-12-04
912553,2019-12-05
912553,2019-12-15
912553,2020-01-12
912553,2020-02-02
912553,2020-02-17
332580,2014-04-17
912553,2020-02-18
912553,2020-03-08
912553,2020-03-12
912553,2020-03-15
912553,2020-06-22
332580,2014-04-21
912553,2020-07-20
332580,2014-04-25
912553,2021-05-22
912553,2021-05-23
912553,2021-06-02
912553,2021-06-13
912553,2021-06-27
912553,2021-07-23
332580,2014-04-29
332580,2014-04-30
332580,2014-05-02
332580,2014-05-05
332580,2014-05-11
332580,2014-05-12
332580,2014-05-19
332580,2014-05-24
332580,2014-05-25
332580,2014-05-26
332580,2014-05-29
912553,2021-08-08
912553,2021-08-12
912553,2021-08-14
912553,2021-08-27
912553,2021-08-30
912553,2021-09-02
912553,2021-09-03
912553,2021-09-05
912553,2021-09-15
912553,2021-09-16
332580,2014-05-31
332580,2014-06-01
332580,2014-06-02
332580,2014-06-03
332580,2014-06-06
332580,2014-06-10
912553,2021-09-17
912553,2021-09-18
912553,2021-09-19
332580,2014-06-12
912553,2021-09-20
912553,2021-09-22
912553,2021-09-24
912553,2021-09-26
912553,2021-10-01
912553,2021-10-10
912553,2021-10-21
912553,2021-10-23
912553,2021-10-24
912553,2021-10-25
912553,2021-10-30
912553,2021-11-06
912553,2021-11-07
912553,2021-11-21
912553,2021-11-27
912553,2021-11-28
912553,2021-12-01
912553,2021-12-03
912553,2021-12-04
912553,2021-12-10
912553,2021-12-12
912553,2021-12-18
912553,2022-01-23
912553,2022-02-05
912553,2022-02-06
332580,2014-06-13
332580,2014-06-15
332580,2014-06-16
332580,2014-06-23
332580,2014-06-25
332580,2014-06-30
332580,2014-07-06
332580,2014-07-07
332580,2014-07-10
332580,2014-07-13
332580,2014-07-14
912553,2022-02-20
912553,2022-02-24
912553,2022-03-05
912553,2022-03-11
912553,2022-03-13
912553,2022-03-20
912553,2022-03-23
912553,2022-03-25
912553,2022-03-27
912553,2022-04-03
912553,2022-04-10
912553,2022-04-17
912553,2022-05-23
912553,2022-06-02
912553,2022-06-05
912553,2022-06-11
912553,2022-06-12
912553,2022-06-17
912553,2022-06-19
332580,2014-07-18
332580,2014-07-20
912553,2022-06-23
912553,2022-06-25
912553,2022-06-27
912553,2022-06-30
332580,2014-07-22
912553,2022-07-02
912553,2022-07-05
912553,2022-07-10
912553,2022-07-11
912553,2022-07-22
912553,2022-07-24
912553,2022-07-28
912553,2022-07-29
912553,2022-08-04
912553,2022-08-12
332580,2014-07-24
912553,2022-08-24
912553,2022-08-27
912553,2022-08-28
912553,2022-09-04
912553,2022-09-09
912553,2022-09-10
912553,2022-09-11
912553,2022-10-01
912553,2022-10-04
