id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
10636299,"Cosy Pennine Retreat - Relax, Revive & Rejuvenate",3722478,Stella,Oldham,Oldham District,53.56485,-2.01819,Entire home/apt,74,3,9,2022-11-26,0.41,1,177,5,
10717457,Ancoats - High spec 2 bed 2 bath - Free Parking,11601293,Tom,Manchester,Ancoats and Clayton,53.48251,-2.23092,Entire home/apt,118,2,75,2022-12-19,1.67,1,24,7,
10803397,Modernized House Didsbury Village,8976104,Nuno,Manchester,Didsbury East,53.41804,-2.2292,Entire home/apt,210,2,26,2022-11-26,0.39,2,365,6,
10858191,Heart of Ancoats -  2 bed + Parking :),1332701,Gillian,Manchester,Ancoats and Clayton,53.48458,-2.22739,Entire home/apt,141,2,328,2022-12-04,4.02,1,218,42,
11075099,"Double room in professional, friendly household",31076489,Chloe,Oldham,Oldham District,53.54214,-2.15472,Private room,34,1,12,2022-12-10,3.21,1,70,12,
11163732,Room & Sep bathroom within 2 bed 2 bath apt.,38811145,Jacqueline,Manchester,City Centre,53.48187,-2.24204,Private room,49,1,87,2022-11-13,1.04,1,43,10,
11176503,Double room with afternoon sun,38822806,Ellen,Manchester,Crumpsall,53.52069,-2.22202,Private room,25,1,7,2022-06-12,0.08,1,6,1,
11177762,Riverside Villa 1,35614169,Benjamin,Salford,Salford District,53.48809,-2.26787,Entire home/apt,384,2,47,2022-12-04,0.57,13,340,6,
11181796,A quiet and comfy place in Salford,58196872,Fabiola,Salford,Salford District,53.47544,-2.28168,Private room,40,2,212,2022-12-04,2.53,1,351,49,
11204792,Riverside Villa 2,35614169,Benjamin,Salford,Salford District,53.48809,-2.26634,Entire home/apt,384,2,79,2022-10-14,0.96,13,340,6,
11207133,Cheerful 2 Private rooms in 3 bed shared house.,20812454,Hamzeh,Stockport,Stockport District,53.39295603045209,-2.108711823821068,Private room,116,3,5,2022-10-05,1.17,4,82,5,
11225755,Cosy Self-Contained Studio in Salford Manchester,58499521,Ama,Salford,Salford District,53.49667,-2.26467,Private room,51,1,9,2022-09-29,0.11,1,205,1,
11234602,"5⭐ Lakeside Family Home, near M60 and Station",1936854,William,Salford,Salford District,53.52113,-2.38838,Entire home/apt,223,2,261,2022-12-11,3.16,4,339,53,
11270123,room in Rochdale,58507570,Yaroslav,Rochdale,Rochdale District,53.62956,-2.14091,Private room,75,1,0,,,1,365,0,
11276347,Private room in shared flat near Piccadilly,58884848,AlbionStays,Manchester,Bradford,53.48032,-2.21764,Private room,67,1,47,2022-06-12,0.75,1,0,9,
11323697,Family-Friendly Free Parking & Wi-Fi,57255809,Raymond,Salford,Salford District,53.48219,-2.29616,Entire home/apt,97,2,264,2022-11-27,3.17,2,207,20,
11376643,Double Room in Modern House,43373615,Zeeshan,Manchester,Gorton South,53.45121,-2.17902,Private room,75,2,0,,,1,88,0,
11427810,Cozy room in Victorian terrace,2826219,Anja,Manchester,Whalley Range,53.45134,-2.25929,Private room,50,2,26,2022-10-16,0.31,2,179,3,
11430679,*AVAILABLE NOW* Apartment in Didsbury Sleeps 2,4807924,Subz,Manchester,Didsbury West,53.42035,-2.24342,Entire home/apt,42,2,238,2022-12-13,2.86,1,23,50,
11485932,Bramley 2 Room Plus Kitchen Suite,35614169,Benjamin,Salford,Salford District,53.50898,-2.25699,Entire home/apt,108,3,2,2019-11-24,0.03,13,0,0,
11486743,Lovely Double Room in Birchfields Guest House,10888912,Iva,Manchester,Longsight,53.45591,-2.21317,Private room,194,2,4,2018-05-31,0.05,19,0,0,
11505235,Three Bedroom Townhouse & Parking for Two Cars,28633762,Book My Place,Salford,Salford District,53.4885,-2.25267,Entire home/apt,140,2,289,2022-12-12,3.47,18,48,9,
11508977,Double room close to transport links 200Mb WIFI,13194180,Ben,Salford,Salford District,53.48734,-2.34152,Private room,36,2,45,2022-11-06,0.54,2,363,7,
11558894,Cozy Twin Room in Birchfields Guest House,10888912,Iva,Manchester,Longsight,53.45591,-2.21317,Private room,194,1,9,2018-04-13,0.11,19,0,0,
11559538,Triple room in Birchfields Guest House,10888912,Iva,Manchester,Longsight,53.45591,-2.21317,Private room,140,1,16,2021-10-03,0.19,19,0,0,
11606748,Kenyon Lodge - 4bd stunning gardens with  pool,901122,Mena,Wigan,Wigan District,53.46522,-2.5651,Entire home/apt,529,7,12,2022-07-29,0.16,8,265,1,
11664440,Cosy Apartment West Didsbury,12349303,Ben,Manchester,Chorlton Park,53.42413,-2.24977,Entire home/apt,95,2,7,2022-12-18,0.09,1,333,5,
11684164,Modern & Stylish 1 bed flat in West Didsbury.,62070962,Claudia,Manchester,Didsbury West,53.42194,-2.24308,Entire home/apt,59,3,79,2022-12-19,1.03,6,323,19,
11684305,"Stylish, comfortable 1 Bed Flat. West Didsbury.",62070962,Claudia,Manchester,Didsbury West,53.42365,-2.24323,Entire home/apt,62,3,171,2022-12-09,2.07,6,260,14,
11778154,Bright double bedroom with own private living room,13042754,Laura,Manchester,Chorlton Park,53.4271,-2.24251,Private room,60,1,38,2018-04-12,0.53,2,85,0,
11881663,Modern Quadruple Room in Birchfields Guest House,10888912,Iva,Manchester,Longsight,53.45591,-2.21317,Private room,298,1,21,2021-09-26,0.26,19,0,0,
11889175,Sunny room near to city center,12053688,Kevin,Manchester,Bradford,53.47842,-2.20608,Private room,63,1,9,2021-11-27,0.11,2,0,0,
11947700,The Grand in Manchester RM5,63018594,Sam,Tameside,Tameside District,53.48104,-2.15403,Private room,33,2,6,2022-11-27,0.07,3,178,1,
12030946,Recreational vehicle sleeps 4+child,64389581,Loretta,Salford,Salford District,53.51516,-2.26529,Entire home/apt,150,2,3,2018-06-11,0.04,1,363,0,
12122249,Lovely double room in Levenshulme,65032749,Jill,Manchester,Levenshulme,53.44447,-2.19686,Private room,30,4,54,2022-07-16,0.66,1,173,6,
12147827,Bright Modern City Centre Apartment,4439257,Jasmina,Manchester,City Centre,53.47443,-2.24576,Entire home/apt,78,5,111,2022-11-20,1.45,1,323,9,
12168550,"Quiet,cosy,friendly house,nxt to tram. Bkfast inc",21131940,Delphine,Bury,Bury District,53.53964,-2.29151,Private room,27,2,188,2022-12-04,2.32,1,139,15,
12189749,Lovely 2 bedroom house,65517440,Chia,Trafford,Trafford District,53.41096,-2.30675,Entire home/apt,120,5,0,,,1,364,0,
12213649,Balcony Private Bedroom in Piccadilly,54585852,Michael,Manchester,City Centre,53.47625,-2.23218,Private room,46,1,351,2022-12-18,4.34,1,1,40,
12297370,Double Room Near Ethiad RM6,63018594,Sam,Tameside,Tameside District,53.48119,-2.15443,Private room,29,2,19,2022-11-19,0.24,3,176,6,
12376324,Attractive Modern Spacious 1 Bed Apartment 2nd Fl.,15903493,Benjamin,Salford,Salford District,53.50193,-2.26152,Entire home/apt,75,2,22,2022-11-20,0.35,1,356,5,
12509703,Bed & Balcony,32954691,G Barry,Trafford,Trafford District,53.41629,-2.30882,Private room,55,1,2,2019-10-01,0.04,3,360,0,
12555804,Unique Loft Bed. Only 5 Mins from Piccadilly!,35311832,Rory,Manchester,Ancoats and Clayton,53.48947,-2.20879,Private room,27,2,111,2022-11-20,1.38,3,209,12,
12581190,Spacious and homely apartment,68228304,Jonathan,Manchester,Gorton South,53.44496,-2.17809,Entire home/apt,90,5,6,2022-06-25,0.11,2,90,1,
12690246,Terraced house South Manchester,68974225,Jean-Philippe,Manchester,Whalley Range,53.44975,-2.26967,Entire home/apt,118,1,54,2022-08-28,0.69,1,0,7,
12756895,The Strawberry (B),14354475,Laura,Manchester,Didsbury West,53.42791,-2.23824,Entire home/apt,74,2,211,2022-10-30,2.65,22,259,42,
12803771,Comfort west view double room,22646922,Tony,Manchester,Hulme,53.46849,-2.24966,Private room,30,3,180,2022-10-31,2.23,1,0,10,
12823817,Self contained spacious apartment with Parking.,69963400,Pam,Stockport,Stockport District,53.41773,-2.08552,Private room,53,2,30,2022-11-30,2.78,1,302,30,
12907297,Single Room Near Ethiad RM7,63018594,Sam,Tameside,Tameside District,53.48089,-2.15431,Private room,24,2,13,2022-11-20,0.16,3,173,5,
12931646,3 Double Bedroom House,4129187,Ash,Manchester,Gorton North,53.46056,-2.17986,Entire home/apt,148,2,8,2022-12-04,1.98,6,307,8,
12938701,Manchester from the countryside,12538933,Heather,Rochdale,Rochdale District,53.6058,-2.06899,Private room,50,2,22,2018-09-02,0.29,1,4,0,
12946902,Cheerful 2-bedroom home with dedicated office.,69917150,Steven,Trafford,Trafford District,53.38128,-2.32043,Entire home/apt,80,3,0,,,1,305,0,
13031000,Ensuite Double room  in Pleasant House,39466359,David,Salford,Salford District,53.52617,-2.40806,Private room,26,7,1,2019-03-04,0.02,1,27,0,
13134090,"Superb location, Edwardian mansion house apartment",11147819,Ruth & Neil,Trafford,Trafford District,53.38568,-2.35773,Private room,35,1,78,2020-03-11,0.98,1,0,0,
13165033,"MediaCity Double Room/ Free Tea, coffee and Snacks",73535097,Pendrose,Salford,Salford District,53.4834,-2.29806,Private room,225,1,15,2018-10-07,0.19,18,365,0,
13174014,"Family friendly, room in 5 bed house",73637877,Muhammad,Manchester,Longsight,53.45541,-2.19091,Private room,30,1,48,2018-01-01,0.60,2,59,0,
13198483,Spacious ensuite near train station,17232017,Hoon,Manchester,Burnage,53.4208,-2.21037,Private room,33,1,48,2018-04-15,0.60,1,85,0,
13251178,Double Bedroom in Media City / Free Tea and coffee,73535097,Pendrose,Salford,Salford District,53.48472,-2.29757,Private room,80,1,69,2022-10-23,0.90,18,365,11,
13324587,Private Double Room with links to all Manchester,27581831,Hélio,Salford,Salford District,53.48721,-2.29164,Private room,45,1,56,2022-08-01,0.73,4,209,20,
13358078,Split level two bedroom Apartment,47912967,Dragan,Manchester,Ancoats and Clayton,53.48751,-2.23865,Entire home/apt,80,2,12,2022-06-13,0.17,1,0,4,
13408025,PLAB 2 students only,23715132,Michael,Manchester,Gorton South,53.44991,-2.17785,Private room,39,7,77,2022-10-31,0.97,1,146,8,
13422725,"Home from home, beautiful apartment in Hazel House",76510109,Caroline,Stockport,Stockport District,53.37051,-2.18518,Entire home/apt,94,4,63,2022-07-30,0.84,1,0,1,
13498645,"Worsley, Manchester comfortable Double room",26694554,Nelly & Hazel,Salford,Salford District,53.52677,-2.38302,Private room,29,1,8,2019-06-09,0.10,1,0,0,
13506929,"Manchester CITY CENTRE, Castlefield Neighbourhood!",16136713,Andrew,Manchester,City Centre,53.47261,-2.25772,Entire home/apt,149,3,137,2022-10-31,1.73,1,90,17,
13629934,Boutique bedroom w/en-suite in beautiful house,21364293,Serena,Manchester,Levenshulme,53.44425,-2.19798,Private room,43,1,256,2022-12-15,3.55,2,113,49,
13663813,Quiet room in secure flat by river.,57052950,Helen,Salford,Salford District,53.48908,-2.25118,Private room,26,4,132,2022-12-13,1.68,1,146,33,
13682585,Modern Ensuite Room in Birchfields Guest House,10888912,Iva,Manchester,Longsight,53.45591,-2.21317,Private room,266,1,7,2017-12-14,0.09,19,0,0,
13694897,"Media City Single Room/ Free Tea, Coffee & Snacks",73535097,Pendrose,Salford,Salford District,53.48512,-2.29671,Private room,62,1,140,2022-12-01,1.77,18,365,13,
13735484,"Modern, warm and welcoming",742292,Olly,Manchester,Rusholme,53.45431,-2.22323,Private room,49,1,51,2022-12-11,0.67,5,365,13,
13736418,Luxury City Centre 2 Bed Apartment FREE ParkingⓅ,44725411,Laura,Manchester,Ancoats and Clayton,53.4836,-2.23026,Entire home/apt,212,2,230,2022-12-09,2.91,1,320,55,
13783969,Cosy Double Room with Good Links to City Centre,31022367,Klaudyna And Martin,Tameside,Tameside District,53.48315,-2.15265,Private room,64,1,136,2022-12-17,1.74,1,209,32,
13824679,Double Bedroom (En Suite) Chorlton,9845237,Omar,Manchester,Chorlton Park,53.42782,-2.2607,Private room,30,1,12,2022-12-13,0.16,1,214,1,
13903063,"Designer Home+ Studio, 10mins from centre",1563243,Kit,Manchester,Gorton South,53.4459,-2.19134,Entire home/apt,128,29,14,2020-09-10,0.28,2,231,0,
13951557,Bright double room  close to tram and The Christie,17357510,Sara,Manchester,Old Moat,53.433,-2.23302,Private room,28,1,66,2022-12-11,1.19,1,117,27,
14036744,The Strawberry (D),14354475,Laura,Manchester,Old Moat,53.43005,-2.23822,Entire home/apt,74,2,149,2022-11-13,1.91,22,351,17,
14049886,Room - stunning victorian building,93116459,Tiffany,Trafford,Trafford District,53.38169,-2.35913,Private room,72,1,27,2022-12-18,0.35,1,153,1,
14067486,"5mins walk to shops buses, train, into city centre",83656618,Dennis,Salford,Salford District,53.514,-2.3452,Private room,27,2,33,2022-05-21,0.42,3,329,1,
14107264,Comfy room near Manchester airport,84952197,Patrick,Stockport,Stockport District,53.3643,-2.21672,Private room,45,2,237,2022-11-20,3.05,1,327,36,
14157191,En Suite Room Manchester City centre.,50979723,Andris,Manchester,Ancoats and Clayton,53.48661,-2.21959,Private room,60,1,423,2022-12-14,5.42,7,70,51,
14162538,En-Suite large luxury bedroom in the city centre,50979723,Andris,Manchester,Miles Platting and Newton Heath,53.48653,-2.22091,Private room,48,1,348,2022-12-13,4.47,7,80,67,
14162786,Double room in City centre convenient selfCheck In,50979723,Andris,Manchester,Miles Platting and Newton Heath,53.48862,-2.22076,Private room,45,1,293,2022-12-24,3.76,7,54,48,
14166780,"Comfy, clean private room in convenient city area",50979723,Andris,Manchester,Miles Platting and Newton Heath,53.48735,-2.21962,Private room,49,1,298,2022-12-26,3.82,7,56,45,
14237047,Cozy room in peaceful location with lovely views,57904293,Terri,Oldham,Oldham District,53.55549,-2.01667,Private room,55,1,269,2022-08-28,3.47,1,108,33,
14245026,Muse and Creativity,86677102,Tina,Manchester,Withington,53.44049,-2.21797,Entire home/apt,82,5,0,,,1,0,0,
14264104,A Comfy King Own Bathroom. Historic CITY CTR. WiFi,86911839,Mark,Manchester,City Centre,53.47627,-2.24008,Private room,66,1,321,2020-03-18,4.58,1,0,0,
14281337,clean and bright room in Hale,87138258,Steven And Bea,Trafford,Trafford District,53.38188,-2.34593,Private room,30,2,22,2019-12-15,0.29,1,173,0,
14296016,comfy single room for weekend traveler,32776343,Gabriel,Salford,Salford District,53.48728,-2.3115,Private room,40,1,0,,,1,363,0,
14338824,LADIES only clean and modern with own bathroom,57439494,Saada,Bolton,Bolton District,53.54792,-2.37011,Private room,34,2,37,2022-08-09,0.48,1,331,11,
14348084,Ancoats Penthouse with huge terrace and hot tub,4434536,Chris,Manchester,Ancoats and Clayton,53.4831,-2.23068,Private room,338,1,28,2022-02-02,0.37,1,176,1,
14351034,Charming 4 Bedroom House (Greater Manchester),57603266,The Welcome Team,Wigan,Wigan District,53.47119,-2.563,Entire home/apt,414,4,42,2022-10-20,0.54,12,98,1,
14367814,A home from home with  easy access to City Centre,88137244,Carrie,Salford,Salford District,53.48483,-2.35041,Private room,30,2,15,2019-10-21,0.19,1,352,0,
14397581,Stylish house and garden on quiet cul-de-sac,2382707,Claudia,Manchester,Northenden,53.40871,-2.25695,Entire home/apt,84,3,123,2022-11-13,1.64,9,345,16,
